TERM_SOURCE_ID	CATEGORY_LEVEL_1	CATEGORY_LEVEL_2	CATEGORY_LEVEL_3	CATEGORY_LEVEL_4
CHEBI_47778	chemical entity			
CHEBI_16113	chemical entity			
CHEBI_3098	chemical entity			
CHEBI_3766	chemical entity			
CHEBI_5613	chemical entity			
CHEBI_60479	chemical entity			
CHEBI_6437	chemical entity			
CHEBI_64482	chemical entity			
CHEBI_18059	chemical entity			
CHEBI_33575	chemical entity			
CHEBI_24431	chemical entity			
CHEBI_50860	chemical entity			
CHMO_0000104	assay	imaging assay		
CHMO_0000113	assay	imaging assay		
CHMO_0000524	assay	mass spectrometry		
CHMO_0000701	assay	mass spectrometry		
CHMO_0001746	assay	mass spectrometry		
CHMO_0002719	assay	mass spectrometry		
CHMO_0002719	assay	mass spectrometry		
OBI_0000185	assay	imaging assay		
CL_0000129	biomaterial characteristic	specimen type	cell	
CL_2000095	biomaterial characteristic	specimen type	cell	
CL_0000128	biomaterial characteristic	specimen type	cell	
CL_0002375	biomaterial characteristic	specimen type	cell	
CL_0000540	biomaterial characteristic	specimen type	cell	
CL_0002322	biomaterial characteristic	specimen type	cell	
CL_2000001	biomaterial characteristic	specimen type	cell	
CL_0002573	biomaterial characteristic	specimen type	cell	neural cell
CL_0000057	biomaterial characteristic	specimen type	cell	
CL_0000127	biomaterial characteristic	specimen type	cell	neural cell
CL_0000235	biomaterial characteristic	specimen type	cell	
CL_2000074	biomaterial characteristic	specimen type	cell	
CL_0000066	biomaterial characteristic	specimen type	cell	
CL_0000945	biomaterial characteristic	specimen type	cell	
CL_0000576	biomaterial characteristic	specimen type	cell	
CL_0011005	biomaterial characteristic	specimen type	cell	neural cell
CL_0000000	biomaterial characteristic	specimen type	cell	
CLO_0001915	biomaterial characteristic	specimen type	cell line	
CLO_0008425	biomaterial characteristic	specimen type	cell line	
CLO_0009058	biomaterial characteristic	specimen type	cell line	
CLO_0009059	biomaterial characteristic	specimen type	cell line	
CLO_0009464	biomaterial characteristic	specimen type	cell line	
CLO_0009828	biomaterial characteristic	specimen type	cell line	
CLO_0037279	biomaterial characteristic	specimen type	cell line	
CLO_0009015	biomaterial characteristic	specimen type	cell line	
CLO_0000031	biomaterial characteristic	specimen type	cell line	
DOID_171	biomaterial characteristic	clinical history	diagnosis	
DOID_0070004	biomaterial characteristic	clinical history	diagnosis	
DOID_1040	biomaterial characteristic	clinical history	diagnosis	
DOID_9970	biomaterial characteristic	clinical history	diagnosis	
DOID_0080832	biomaterial characteristic	clinical history	diagnosis	
DOID_1793	biomaterial characteristic	clinical history	diagnosis	
DOID_219	biomaterial characteristic	clinical history	diagnosis	
DOID_4	biomaterial characteristic	clinical history	diagnosis	
DOID_162	biomaterial characteristic	clinical history	diagnosis	
EFO_0006514	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_1001870	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
EFO_0009268	biomaterial characteristic	clinical history	family history	AD/ADRD or neuropathology
Orphanet_1020	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
EFO_0007798	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0009752	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0004874	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0004760	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0004763	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0005194	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0004670	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0007655	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0001272	biomaterial characteristic	clinical history	age	
EFO_0005292	biomaterial characteristic	specimen type	cell line	
EFO_0000572	biomaterial characteristic	specimen type	cell	
EFO_0000513	biomaterial characteristic	genotype		
CHEBI_59163	biomaterial characteristic	clinical history	diagnostic factor	
EFO_0006848	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
NCIT_C20047	biomaterial characteristic	clinical history		
ERO_0001726	assay	high throughput sample analysis		
ERO_0001686	assay	high throughput sample analysis		
ERO_0001688	assay	high throughput sample analysis		
ERO_0002175	material processing	labeling	mass spectrometry labeling	
ERO_0002178	assay	imaging assay		
ERO_0001362	assay	immunoassay		
ERO_0001830	assay	imaging assay		
ERO_0000657	assay	metagenomics assay		
OBI_0000070	assay			
OBI_0000070	assay			
ERO_0000696	assay	high throughput sample analysis		
OBI_0600038	material processing	labeling		
ERO_0001312	assay	imaging assay		
HANCESTRO_0304	biomaterial characteristic	ancestry		
HANCESTRO_0004	biomaterial characteristic	ancestry		
HP_0100256	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0007488	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0005180	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0004975	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0019037	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0017276	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0007433	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
HP_0000726	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
HP_0100543	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0005621	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0005620	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0005544	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
HP_0002185	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0011401	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0004648	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0004976	biomaterial characteristic	clinical history	diagnosis	
MONDO_0005148	biomaterial characteristic	clinical history	diagnosis	
MONDO_0007803	biomaterial characteristic	clinical history	diagnosis	
MONDO_0021042	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0022308	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0005059	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0003306	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0008315	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0001657	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0008903	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0002009	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0008170	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0004993	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0016642	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0002898	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0004970	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0005105	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0016642	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0018177	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0004985	biomaterial characteristic	clinical history	diagnosis	
MONDO_0002039	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0001627	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0004992	biomaterial characteristic	clinical history	diagnosis	
NCIT_C18479	biomaterial characteristic	clinical history	diagnosis	
PR_000005615	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
PR_Q8IZY2	protein	protein		
PR_000010173	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
PR_000026990	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
PR_000025583	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
PR_000000001	protein	protein		
PATO_0000384	biomaterial characteristic	biological sex		
PATO_0000383	biomaterial characteristic	biological sex		
OBI_0000794	sequence feature annotation	sequence feature annotation		
OBI_0002588	computing methods	machine learning		
OBI_0001418	study design	compound treatment design		
OGMS_0000015	biomaterial characteristic	clinical history		
OBI_0500001	study design	clinical study design		
OBI_0001910	biomaterial characteristic	specimen type	cell	
OBI_0000716	assay	ChIP assay		
OBI_0002020	assay	epigenetic modification assay		
OBI_0001204	assay	microarray	DNA microarray	
OBI_0000424	assay	transcription profiling assay		
OBI_0001852	material processing	library preparation		
OBI_0001986	assay	immuno staining assay		
OBI_0002039	assay	ATAC assay		
OBI_0001271	assay	sequencing assay	RNA sequencing assay	
OBI_0000626	assay	sequencing assay	DNA sequencing assay	
OBI_0002763	assay	sequencing assay		
OBI_0001926	assay	transcription profiling assay		
IAO_0000064	computational method	algorithm		
OBI_0500000	study design			
OBI_0000905	sequence feature annotation			
OGMS_0000073	biomaterial characteristic	clinical history	diagnosis	
OBI_0000070	assay			
OBI_0000711	material processing	library preparation		
UBERON_0000178	biomaterial characteristic	specimen type	tissue	
UBERON_0002371	biomaterial characteristic	specimen type	tissue	
UBERON_0000310	biomaterial characteristic	specimen type	tissue	
UBERON_0001359	biomaterial characteristic	specimen type	tissue	
UBERON_0001155	biomaterial characteristic	specimen type	tissue	
UBERON_0000059	biomaterial characteristic	specimen type	tissue	
UBERON_0002048	biomaterial characteristic	specimen type	tissue	
UBERON_0001021	biomaterial characteristic	specimen type	tissue	
UBERON_0000992	biomaterial characteristic	specimen type	tissue	
UBERON_0001264	biomaterial characteristic	specimen type	tissue	
UBERON_0001003	biomaterial characteristic	specimen type	tissue	
UBERON_0002106	biomaterial characteristic	specimen type	tissue	
UBERON_0002626	biomaterial characteristic	specimen type	tissue	
UBERON_0001871	biomaterial characteristic	specimen type	tissue	
UBERON_0001872	biomaterial characteristic	specimen type	tissue	
UBERON_0002113	biomaterial characteristic	specimen type	tissue	
UBERON_0000044	biomaterial characteristic	specimen type	tissue	
UBERON_0006956	biomaterial characteristic	specimen type	tissue	
UBERON_0000029	biomaterial characteristic	specimen type	tissue	
UBERON_0001969	biomaterial characteristic	specimen type	tissue	
UBERON_0001869	biomaterial characteristic	specimen type	tissue	
UBERON_0001869	biomaterial characteristic	specimen type	tissue	
UBERON_0001870	biomaterial characteristic	specimen type	tissue	
UBERON_0001891	biomaterial characteristic	specimen type	tissue	
UBERON_0001911	biomaterial characteristic	specimen type	tissue	
UBERON_0002107	biomaterial characteristic	specimen type	tissue	
UBERON_0002702	biomaterial characteristic	specimen type	tissue	
UBERON_0002739	biomaterial characteristic	specimen type	tissue	
UBERON_0002766	biomaterial characteristic	specimen type	tissue	
UBERON_0004024	biomaterial characteristic	specimen type	tissue	
UBERON_0005291	biomaterial characteristic	specimen type	tissue	
UBERON_0005343	biomaterial characteristic	specimen type	tissue	
UBERON_0014740	biomaterial characteristic	specimen type	tissue	
UBERON_0016530	biomaterial characteristic	specimen type	tissue	
UBERON_0034891	biomaterial characteristic	specimen type	tissue	
UBERON_0022352	biomaterial characteristic	specimen type	tissue	
UBERON_0002129	biomaterial characteristic	specimen type	tissue	
UBERON_0001876	biomaterial characteristic	specimen type	tissue	
UBERON_0002362	biomaterial characteristic	specimen type	tissue	
UBERON_0002021	biomaterial characteristic	specimen type	tissue	
UBERON_0000956	biomaterial characteristic	specimen type	tissue	
UBERON_0001873	biomaterial characteristic	specimen type	tissue	
UBERON_0001874	biomaterial characteristic	specimen type	tissue	
UBERON_0001882	biomaterial characteristic	specimen type	tissue	
UBERON_0001890	biomaterial characteristic	specimen type	tissue	
UBERON_0001977	biomaterial characteristic	specimen type	tissue	
UBERON_0002037	biomaterial characteristic	specimen type	tissue	
UBERON_0002435	biomaterial characteristic	specimen type	tissue	
UBERON_0002436	biomaterial characteristic	specimen type	tissue	
UBERON_0002576	biomaterial characteristic	specimen type	tissue	
UBERON_0002703	biomaterial characteristic	specimen type	tissue	
UBERON_0002751	biomaterial characteristic	specimen type	tissue	
UBERON_0002769	biomaterial characteristic	specimen type	tissue	
UBERON_0002771	biomaterial characteristic	specimen type	tissue	
UBERON_0002795	biomaterial characteristic	specimen type	tissue	
UBERON_0002998	biomaterial characteristic	specimen type	tissue	
UBERON_0003714	biomaterial characteristic	specimen type	tissue	
UBERON_0004167	biomaterial characteristic	specimen type	tissue	
UBERON_0009834	biomaterial characteristic	specimen type	tissue	
UBERON_0016525	biomaterial characteristic	specimen type	tissue	
UBERON_0016530	biomaterial characteristic	specimen type	tissue	
UBERON_0016538	biomaterial characteristic	specimen type	tissue	
UBERON_0022353	biomaterial characteristic	specimen type	tissue	
UBERON_0001872	biomaterial characteristic	specimen type	tissue	
UBERON_0034751	biomaterial characteristic	specimen type	tissue	
UBERON_0000922	biomaterial characteristic	developmental stage		
UBERON_0003210	biomaterial characteristic	specimen type	tissue	
UBERON_0000955	biomaterial characteristic	specimen type	tissue	
UBERON_0000061	biomaterial characteristic	specimen type		
UBERON_0000467	biomaterial characteristic	anatomical system		
UBERON_0001016	biomaterial characteristic	anatomical system		
UBERON_0002390	biomaterial characteristic	anatomical system		
UBERON_0000949	biomaterial characteristic	anatomical system		
CL_0000006	biomaterial characteristic	specimen type	cell	
CL_0000028	biomaterial characteristic	specimen type	cell	
CL_0000029	biomaterial characteristic	specimen type	cell	neural cell
CL_0000099	biomaterial characteristic	specimen type	cell	neural cell
CL_0000100	biomaterial characteristic	specimen type	cell	neural cell
CL_0000101	biomaterial characteristic	specimen type	cell	neural cell
CL_0000102	biomaterial characteristic	specimen type	cell	neural cell
CL_0000103	biomaterial characteristic	specimen type	cell	neural cell
CL_0000104	biomaterial characteristic	specimen type	cell	neural cell
CL_0000105	biomaterial characteristic	specimen type	cell	neural cell
CL_0000106	biomaterial characteristic	specimen type	cell	neural cell
CL_0000107	biomaterial characteristic	specimen type	cell	neural cell
CL_0000108	biomaterial characteristic	specimen type	cell	neural cell
CL_0000109	biomaterial characteristic	specimen type	cell	neural cell
CL_0000110	biomaterial characteristic	specimen type	cell	neural cell
CL_0000111	biomaterial characteristic	specimen type	cell	neural cell
CL_0000112	biomaterial characteristic	specimen type	cell	neural cell
CL_0000116	biomaterial characteristic	specimen type	cell	neural cell
CL_0000117	biomaterial characteristic	specimen type	cell	neural cell
CL_0000118	biomaterial characteristic	specimen type	cell	neural cell
CL_0000119	biomaterial characteristic	specimen type	cell	neural cell
CL_0000120	biomaterial characteristic	specimen type	cell	neural cell
CL_0000121	biomaterial characteristic	specimen type	cell	neural cell
CL_0000122	biomaterial characteristic	specimen type	cell	neural cell
CL_0000198	biomaterial characteristic	specimen type	cell	neural cell
CL_0000199	biomaterial characteristic	specimen type	cell	neural cell
CL_0000200	biomaterial characteristic	specimen type	cell	neural cell
CL_0000202	biomaterial characteristic	specimen type	cell	neural cell
CL_0000203	biomaterial characteristic	specimen type	cell	neural cell
CL_0000204	biomaterial characteristic	specimen type	cell	neural cell
CL_0000205	biomaterial characteristic	specimen type	cell	neural cell
CL_0000206	biomaterial characteristic	specimen type	cell	neural cell
CL_0000207	biomaterial characteristic	specimen type	cell	neural cell
CL_0000208	biomaterial characteristic	specimen type	cell	neural cell
CL_0000209	biomaterial characteristic	specimen type	cell	neural cell
CL_0000210	biomaterial characteristic	specimen type	cell	neural cell
CL_0000246	biomaterial characteristic	specimen type	cell	neural cell
CL_0000247	biomaterial characteristic	specimen type	cell	neural cell
CL_0000251	biomaterial characteristic	specimen type	cell	neural cell
CL_0000253	biomaterial characteristic	specimen type	cell	neural cell
CL_0000287	biomaterial characteristic	specimen type	cell	neural cell
CL_0000376	biomaterial characteristic	specimen type	cell	neural cell
CL_0000379	biomaterial characteristic	specimen type	cell	neural cell
CL_0000381	biomaterial characteristic	specimen type	cell	neural cell
CL_0000397	biomaterial characteristic	specimen type	cell	neural cell
CL_0000402	biomaterial characteristic	specimen type	cell	neural cell
CL_0000406	biomaterial characteristic	specimen type	cell	neural cell
CL_0000410	biomaterial characteristic	specimen type	cell	neural cell
CL_0000488	biomaterial characteristic	specimen type	cell	neural cell
CL_0000489	biomaterial characteristic	specimen type	cell	neural cell
CL_0000490	biomaterial characteristic	specimen type	cell	neural cell
CL_0000494	biomaterial characteristic	specimen type	cell	neural cell
CL_0000495	biomaterial characteristic	specimen type	cell	neural cell
CL_0000496	biomaterial characteristic	specimen type	cell	neural cell
CL_0000497	biomaterial characteristic	specimen type	cell	neural cell
CL_0000498	biomaterial characteristic	specimen type	cell	neural cell
CL_0000526	biomaterial characteristic	specimen type	cell	neural cell
CL_0000527	biomaterial characteristic	specimen type	cell	neural cell
CL_0000528	biomaterial characteristic	specimen type	cell	neural cell
CL_0000530	biomaterial characteristic	specimen type	cell	neural cell
CL_0000531	biomaterial characteristic	specimen type	cell	neural cell
CL_0000532	biomaterial characteristic	specimen type	cell	neural cell
CL_0000533	biomaterial characteristic	specimen type	cell	neural cell
CL_0000534	biomaterial characteristic	specimen type	cell	neural cell
CL_0000535	biomaterial characteristic	specimen type	cell	neural cell
CL_0000536	biomaterial characteristic	specimen type	cell	neural cell
CL_0000544	biomaterial characteristic	specimen type	cell	neural cell
CL_0000551	biomaterial characteristic	specimen type	cell	neural cell
CL_0000555	biomaterial characteristic	specimen type	cell	neural cell
CL_0000561	biomaterial characteristic	specimen type	cell	neural cell
CL_0000567	biomaterial characteristic	specimen type	cell	neural cell
CL_0000573	biomaterial characteristic	specimen type	cell	neural cell
CL_0000587	biomaterial characteristic	specimen type	cell	neural cell
CL_0000589	biomaterial characteristic	specimen type	cell	neural cell
CL_0000591	biomaterial characteristic	specimen type	cell	neural cell
CL_0000598	biomaterial characteristic	specimen type	cell	neural cell
CL_0000601	biomaterial characteristic	specimen type	cell	neural cell
CL_0000602	biomaterial characteristic	specimen type	cell	neural cell
CL_0000604	biomaterial characteristic	specimen type	cell	neural cell
CL_0000609	biomaterial characteristic	specimen type	cell	neural cell
CL_0000617	biomaterial characteristic	specimen type	cell	neural cell
CL_0000626	biomaterial characteristic	specimen type	cell	neural cell
CL_0000673	biomaterial characteristic	specimen type	cell	neural cell
CL_0000678	biomaterial characteristic	specimen type	cell	neural cell
CL_0000679	biomaterial characteristic	specimen type	cell	neural cell
CL_0000687	biomaterial characteristic	specimen type	cell	neural cell
CL_0000690	biomaterial characteristic	specimen type	cell	neural cell
CL_0000691	biomaterial characteristic	specimen type	cell	neural cell
CL_0000693	biomaterial characteristic	specimen type	cell	neural cell
CL_0000694	biomaterial characteristic	specimen type	cell	neural cell
CL_0000695	biomaterial characteristic	specimen type	cell	neural cell
CL_0000697	biomaterial characteristic	specimen type	cell	neural cell
CL_0000700	biomaterial characteristic	specimen type	cell	neural cell
CL_0000702	biomaterial characteristic	specimen type	cell	neural cell
CL_0000705	biomaterial characteristic	specimen type	cell	neural cell
CL_0000707	biomaterial characteristic	specimen type	cell	neural cell
CL_0000709	biomaterial characteristic	specimen type	cell	neural cell
CL_0000717	biomaterial characteristic	specimen type	cell	neural cell
CL_0000740	biomaterial characteristic	specimen type	cell	neural cell
CL_0000741	biomaterial characteristic	specimen type	cell	neural cell
CL_0000745	biomaterial characteristic	specimen type	cell	neural cell
CL_0000748	biomaterial characteristic	specimen type	cell	neural cell
CL_0000749	biomaterial characteristic	specimen type	cell	neural cell
CL_0000750	biomaterial characteristic	specimen type	cell	neural cell
CL_0000751	biomaterial characteristic	specimen type	cell	neural cell
CL_0000752	biomaterial characteristic	specimen type	cell	neural cell
CL_0000753	biomaterial characteristic	specimen type	cell	neural cell
CL_0000754	biomaterial characteristic	specimen type	cell	neural cell
CL_0000755	biomaterial characteristic	specimen type	cell	neural cell
CL_0000756	biomaterial characteristic	specimen type	cell	neural cell
CL_0000757	biomaterial characteristic	specimen type	cell	neural cell
CL_0000758	biomaterial characteristic	specimen type	cell	neural cell
CL_0000759	biomaterial characteristic	specimen type	cell	neural cell
CL_0000760	biomaterial characteristic	specimen type	cell	neural cell
CL_0000761	biomaterial characteristic	specimen type	cell	neural cell
CL_0000847	biomaterial characteristic	specimen type	cell	neural cell
CL_0000848	biomaterial characteristic	specimen type	cell	neural cell
CL_0000849	biomaterial characteristic	specimen type	cell	neural cell
CL_0000850	biomaterial characteristic	specimen type	cell	neural cell
CL_0000855	biomaterial characteristic	specimen type	cell	neural cell
CL_0000856	biomaterial characteristic	specimen type	cell	neural cell
CL_0001031	biomaterial characteristic	specimen type	cell	neural cell
CL_0001032	biomaterial characteristic	specimen type	cell	neural cell
CL_0001033	biomaterial characteristic	specimen type	cell	neural cell
CL_0002069	biomaterial characteristic	specimen type	cell	neural cell
CL_0002070	biomaterial characteristic	specimen type	cell	neural cell
CL_0002285	biomaterial characteristic	specimen type	cell	neural cell
CL_0002286	biomaterial characteristic	specimen type	cell	neural cell
CL_0002287	biomaterial characteristic	specimen type	cell	neural cell
CL_0002288	biomaterial characteristic	specimen type	cell	neural cell
CL_0002289	biomaterial characteristic	specimen type	cell	neural cell
CL_0002374	biomaterial characteristic	specimen type	cell	neural cell
CL_0002450	biomaterial characteristic	specimen type	cell	neural cell
CL_0002487	biomaterial characteristic	specimen type	cell	neural cell
CL_0002608	biomaterial characteristic	specimen type	cell	neural cell
CL_0002609	biomaterial characteristic	specimen type	cell	neural cell
CL_0002610	biomaterial characteristic	specimen type	cell	neural cell
CL_0002611	biomaterial characteristic	specimen type	cell	neural cell
CL_0002612	biomaterial characteristic	specimen type	cell	neural cell
CL_0002613	biomaterial characteristic	specimen type	cell	neural cell
CL_0002614	biomaterial characteristic	specimen type	cell	neural cell
CL_0002628	biomaterial characteristic	specimen type	cell	neural cell
CL_0002629	biomaterial characteristic	specimen type	cell	neural cell
CL_0005000	biomaterial characteristic	specimen type	cell	neural cell
CL_0005007	biomaterial characteristic	specimen type	cell	neural cell
CL_0005008	biomaterial characteristic	specimen type	cell	neural cell
CL_0005023	biomaterial characteristic	specimen type	cell	neural cell
CL_0005024	biomaterial characteristic	specimen type	cell	neural cell
CL_0005025	biomaterial characteristic	specimen type	cell	neural cell
CL_0007011	biomaterial characteristic	specimen type	cell	neural cell
CL_0007017	biomaterial characteristic	specimen type	cell	neural cell
CL_0008010	biomaterial characteristic	specimen type	cell	neural cell
CL_0008013	biomaterial characteristic	specimen type	cell	neural cell
CL_0008015	biomaterial characteristic	specimen type	cell	neural cell
CL_0008021	biomaterial characteristic	specimen type	cell	neural cell
CL_0008025	biomaterial characteristic	specimen type	cell	neural cell
CL_0008027	biomaterial characteristic	specimen type	cell	neural cell
CL_0008028	biomaterial characteristic	specimen type	cell	neural cell
CL_0008029	biomaterial characteristic	specimen type	cell	neural cell
CL_0008030	biomaterial characteristic	specimen type	cell	neural cell
CL_0008031	biomaterial characteristic	specimen type	cell	neural cell
CL_0008032	biomaterial characteristic	specimen type	cell	neural cell
CL_0008037	biomaterial characteristic	specimen type	cell	neural cell
CL_0008038	biomaterial characteristic	specimen type	cell	neural cell
CL_0008039	biomaterial characteristic	specimen type	cell	neural cell
CL_0009000	biomaterial characteristic	specimen type	cell	neural cell
CL_0010009	biomaterial characteristic	specimen type	cell	neural cell
CL_0010010	biomaterial characteristic	specimen type	cell	neural cell
CL_0010011	biomaterial characteristic	specimen type	cell	neural cell
CL_0010012	biomaterial characteristic	specimen type	cell	neural cell
CL_0010022	biomaterial characteristic	specimen type	cell	neural cell
CL_0011000	biomaterial characteristic	specimen type	cell	neural cell
CL_0011001	biomaterial characteristic	specimen type	cell	neural cell
CL_0011002	biomaterial characteristic	specimen type	cell	neural cell
CL_0011003	biomaterial characteristic	specimen type	cell	neural cell
CL_0011006	biomaterial characteristic	specimen type	cell	neural cell
CL_0011100	biomaterial characteristic	specimen type	cell	neural cell
CL_0011102	biomaterial characteristic	specimen type	cell	neural cell
CL_0011103	biomaterial characteristic	specimen type	cell	neural cell
CL_0011104	biomaterial characteristic	specimen type	cell	neural cell
CL_0011105	biomaterial characteristic	specimen type	cell	neural cell
CL_0011106	biomaterial characteristic	specimen type	cell	neural cell
CL_0011109	biomaterial characteristic	specimen type	cell	neural cell
CL_0011110	biomaterial characteristic	specimen type	cell	neural cell
CL_0011111	biomaterial characteristic	specimen type	cell	neural cell
CL_0011112	biomaterial characteristic	specimen type	cell	neural cell
CL_0011113	biomaterial characteristic	specimen type	cell	neural cell
CL_0012001	biomaterial characteristic	specimen type	cell	neural cell
CL_0015000	biomaterial characteristic	specimen type	cell	neural cell
CL_1000001	biomaterial characteristic	specimen type	cell	neural cell
CL_1000082	biomaterial characteristic	specimen type	cell	neural cell
CL_1000245	biomaterial characteristic	specimen type	cell	neural cell
CL_1000378	biomaterial characteristic	specimen type	cell	neural cell
CL_1000379	biomaterial characteristic	specimen type	cell	neural cell
CL_1000380	biomaterial characteristic	specimen type	cell	neural cell
CL_1000381	biomaterial characteristic	specimen type	cell	neural cell
CL_1000382	biomaterial characteristic	specimen type	cell	neural cell
CL_1000383	biomaterial characteristic	specimen type	cell	neural cell
CL_1000384	biomaterial characteristic	specimen type	cell	neural cell
CL_1000385	biomaterial characteristic	specimen type	cell	neural cell
CL_1000606	biomaterial characteristic	specimen type	cell	neural cell
CL_1001434	biomaterial characteristic	specimen type	cell	neural cell
CL_1001435	biomaterial characteristic	specimen type	cell	neural cell
CL_1001436	biomaterial characteristic	specimen type	cell	neural cell
CL_1001437	biomaterial characteristic	specimen type	cell	neural cell
